id,open_date,name,location,latitude,longitude,threat,quantity
9371,2016-10-02,Mystery sheen,"Grand Isle, LA",29.06444444,-90.12972222,Oil,1393
9370,2016-10-01,West Delta Mystery Sheen,"E, LA, USA",28.96861111,-89.81833333,Oil,1394
9369,2016-09-30,Gretna Ferry Landing Diesel Spill,"Gretna, LA, USA",29.917909,-90.067107,Other,1395
9368,2016-09-27,PMEL Wave Glider Search,United States,57.79626,-168.75839,Other,1396
9366,2016-09-26,Black Lake Natural Gas leak,"HACKBERRY, LA",30.00475,-93.42575,Other,1397
9367,2016-09-26,Manilla Pipeline Leak,"Manilla LA, USA",29.486667,-89.986111,Oil,1398
9365,2016-09-23,T/V Challenger Pegasus,"Annapolis, Md",38.94083333,-76.4085,Oil,1399
9364,2016-09-21,Woods Fisheries,"Gulf County, FL, USA",29.834468,-85.309996,Chemical,1400
9363,2016-09-20,Mystery spill,"Western Carquinez Strait, CA, USA",38.0607566735,-122.257760582,Oil,1401
9362,2016-09-14,Quarantine Bay 149D Incident,Louisiana,29.44179,-89.50151,Oil,1402
9361,2016-09-09,Pleasure Craft Fire Rutherford Beach,"Rutherford Beach, LA",29.77,-93.23,Oil,1403
9360,2016-09-08,F/V Trinity,"Copalis Beach, WA",47.12,-124.19,Oil,1404
9359,2016-09-06,T/V Aframax River,"Harris County, TX, USA",29.75,-95.096667,Oil,1405
9357,2016-09-05,Bay Long Pipeline,"Barataria Bay, Louisiana",29.31861,-89.81417,Oil,1406
9358,2016-09-05,"F/V Lady Lillian, Westport, WA","Westport, WA",46.90235,-124.1019056,Oil,1407
9355,2016-09-04,Grounded Spirit of Sacramento,"False River, San Joaquin River Delta, CA",38.050659,-121.630325,Oil,1408
9356,2016-09-04,UTV Zeus and anhydrous ammonia barge Upper MS River,"Hampton Township, IL, USA",41.55057,-90.42941,Chemical,1409
9354,2016-09-03,"Capsized Landing Craft, Kure Atoll, HI","Kure Atoll, Hawaii",28.01,182.6,Oil,1410
9353,2016-08-31,ICL-IP America: Liquid Phosphorus Release,"Gallipolis, WV, USA",38.772387,-82.201772,Chemical,1411
9352,2016-08-29,M/V Fog Cutter,"Grand Gosier, LA",29.6271667,-89109,Other,1412
9351,2016-08-29,Mystery Sheen: Atlantis Canyon,S of Rhode Island,40.13333333,-70.11666667,Oil,1413
9350,2016-08-27,Chlorine Tank Car Release,"Proctor, WV, USA",39.747132,-80.851001,Chemical,1414
9348,2016-08-23,"Hilcorp Wellhead Leak, Little Lake Marsh","Grand Isle, LA, USA",29.548889,-90.154444,Oil,1415
9347,2016-08-20,"FB North Pacific Adrift, Nome, Alaska","Nome, AK, USA",64.49,-166.1936,Oil,1416
9346,2016-08-20,Grounded F/V Ila,"Grays Harbor, WA",46.89,-124.12366667,Oil,1417
9345,2016-08-19,"Mystery Sheen Off Sanibel, FL",United States,26.383406,-82.283218,Oil,1418
9343,2016-08-17,Ferry Caribbean Fantasy,"San Juan, Puerto Rico",18.4828923511,-66.1364936829,Oil,1419
9344,2016-08-17,F/V Lydia & Maya,Downeast Maine,43.58333333,-68.0,Oil,1420
9340,2016-08-16,"CIPL Drift River Crude Oil Spill, Cook Inlet, Alaska","Tyonek, AK 99682, USA",60.602627,-152.174166,Oil,1421
9341,2016-08-16,"Valdez Diesel Spill, Port Valdez, Alaska","North Pacific Ocean, United States",61.12157,-146.35134,Oil,1422
9337,2016-08-15,F/V McCalis,North Pacific Ocean,42.78333333,-124.7,Oil,1423
9336,2016-08-13,Honeywell Sulfuric Acid Release,"Geismar, LA 70734, USA",30.22916667,-91.0,Chemical,1424
9335,2016-08-13,UTV Jackson Aaron,Mississippi Mile Marker 768.2,35.524077,-89.948981,Oil,1425
9334,2016-08-11,"Mustard Gas Incident, Barnegat Light, NJ","Atlantic City, New Jersey",39.73,-73.92,Chemical,1426
9333,2016-08-10,Kingwood Exploration Pipeline Leak,"JD Murphree WMA, Port Arthur, TX",29775,-93.9852777778,Oil,1427
9332,2016-08-03,Timbalier Bay mystery sheen,"Timbalier Bay, LA",29.1122222222,-90.2975,Oil,1428
9331,2016-08-02,TPIC Wellhead Leak,"Main Pass 35 Block, Offshore LA",29.4511111111,-89.4033333333,Oil,1429
9330,2016-07-29,NMS: FGBNMS Coral Mortality Event,"Flower Garden Banks NMS, TX",27.99,-94.04,Other,1430
9329,2016-07-28,Chevron Platform Discharge,"South Marsh Island Block 223, Offshore of Louisiana",29.4075,-91.9980555556,Oil,1431
9328,2016-07-28,PC Outlaw,"Long Island, Alaska",54.8216666667,-132.671666667,Oil,1432
9327,2016-07-27,"TPIC Wellhead Leak, RMM 5, Southwest Pass"," Venice, LA ",29.0872222222,-89.2855555556,Oil,1433
9326,2016-07-26,FV Alaska Juris,"Amchitka Pass, Alaska",52565,178.69167,Oil,1434
9324,2016-07-25,FV Carmelina,"Dry Bay, Alaska",57.59,-155723,Oil,1435
9325,2016-07-25,Hilcorp Energy Pipeline Leak,"Lake Grande Ecaille, LA",29.41838,-89.78053,Oil,1436
9323,2016-07-24,FV Ambition,"False Pass, Alaska",55.13617,-163368,Oil,1437
9322,2016-07-22,Swift Energy Pipeline Leak,"Barataria Bay, LA",29.4054722222,-90.0463333333,Oil,1438
9321,2016-07-20,Mystery sheens,"Off Moss Landing Harbor, CA",36.8076833333,-121.8083,Oil,1439
9319,2016-07-19,Cow Bayou Marsh ,"Orange, TX",,,Oil,1440
9320,2016-07-19,FV Taty Z,"Amlia Island, Alaska",52.11667,-173.88333,Oil,1441
9317,2016-07-13,Saxon Harbor Marina,"Saxon Harbor, Iron County, Wisconsin",46.561563,-90.438477,Oil,1442
9316,2016-07-12,F/V Mickey Sue,"Tillamook Bay, OR",45.55,-123.928166667,Oil,1443
9315,2016-07-11,F/V Captain Kevin,"Sabine Pass, TX",29.6480555556,-93.8277777778,Oil,1444
9314,2016-07-08,"Mystery Sheen, Green Canyon 205A","Offshore of Timbalier Island, LA",27.8127777778,-90.5188888889,Oil,1445
9312,2016-07-01,Beached whale carcass,"Dockweiler Beach, LA County, CA",33.9423888889,-118.44425,Other,1446
9313,2016-07-01,P/C Ment-2-Be adrift,"Offshore of Point Sur, CA",36.1198333333,-122.016166667,Other,1447
9310,2016-06-30,FV Echo,"Nelson Lagoon, Alaska",55.82455,-161.917125,Oil,1448
9311,2016-06-30,Tug boat Potomac,"Tappanzee Bridge, NY",41.0700916667,-73.8810305556,Oil,1449
9309,2016-06-30,T/V CHEM VENUS,"Portsmouth, NH",43.0447444444,-70.7151055556,Oil,1450
9308,2016-06-29,Hudson Transmission Partners,"Hudson River, Edgewater, NJ",40.8283527778,-73.9708805556,Oil,1451
9307,2016-06-28,Maywood Fire,"Los Angeles County, CA",34.0,-118.22,Chemical,1452
9305,2016-06-27,Energy Reserve 2 Discharge,"Breton Sound Block 32, LA",29.5577777778,-89325,Oil,1453
9306,2016-06-27,MM26 Mobile River mystery gas,"Axis, AL",30.979731,-87.996658,Chemical,1454
9304,2016-06-26,Lake Ontario Mystery Sheen,"Sunset Bay, Lake Ontario, New York",43.5236,-76.4079,Oil,1455
9303,2016-06-23,Halls Canyon Pipeline,"Ventura, CA",34.28,-119.26,Oil,1456
9302,2016-06-20,FV Chippewa,"Unimak Island, Alaska",54.68167,-163045,Oil,1457
9300,2016-06-16,"Mystery Drum, floating, Vineyard Sound","Vineyard Sound, MA",41375,-70785,Oil,1458
9299,2016-06-16,Mystery Sheen Owls Head,"Owls Head, Maine",44.0683333333,-69.0383333333,Oil,1459
9298,2016-06-15,Ocean 105,"Gulfport, MS",30.35675,-89.08891,Oil,1460
9297,2016-06-14,F/V Michelle Dawn,"1.5 miles SSW Mexico Beach, FL",29.92929,-85.43607,Oil,1461
9294,2016-06-14,Mystery sheen,"Turtle Bay, LA",29.5425,-90.1813888889,Oil,1462
9296,2016-06-14,Navy Helicopter Crash,"Newport News, Virginia",37.6833333333,-76.4946666667,Oil,1463
9295,2016-06-14,Unidentified Floating Containers,"Manasquan, NJ",40.0866666667,-73.5666666667,Chemical,1464
9293,2016-06-13,Mystery Sheen,"Mississippi Canyon Block 809, Offshore LA",28.1551944444,-89.1038055556,Oil,1465
9292,2016-06-03,Union Pacific oil train derailment,"Mosier, OR",45.6854388889,-121.404605556,Oil,1466
9291,2016-06-02,Magellan Pipeline,"Spring, TX",30.05,-95.23,Oil,1467
9290,2016-06-01,F/V WU WU,"Cape May, NJ",,,Oil,1468
9288,2016-05-28,Eagle Ford Discharge,"Beaumont, TX",30.0783333333,-94.0833333333,Oil,1469
9287,2016-05-28,THE MAJESTY,"Boston Harbor, MA",,,Oil,1470
9286,2016-05-27,M/V Roger Blough,"Lake Superior, Michigan",46.5116666667,-84.6166666667,Oil,1471
9285,2016-05-24,USS HOPPER,"Barbers Point, Oahu, HI",20.52,-158.48,Oil,1472
9283,2016-05-23,Cessna off Makaha Beach,"Makaha Beach, West side of Oahu, HI",,,Oil,1473
9282,2016-05-23,F/V JAMIE MARIE,"Ocean Shores, WA",46.9361166667,-124.1753,Oil,1474
9284,2016-05-23,Indiana Train Derailment,South Whitley Indiana,41.0884666667,-85.6279166667,Chemical,1475
9281,2016-05-22,Mystery Sheen,"Viosca Knoll 859, Offshore Louisiana",28.9833333333,-88.5166666667,Oil,1476
9280,2016-05-20,M/V ULTRA LASCAR,"Outside San Francisco Bay, CA",37.6695,-122.5745,Oil,1477
9289,2016-05-20,Whale carcass,"Chatham, Mass",41.65322,-69.95488,Other,1478
9279,2016-05-17,ADVs MSD Panama City 2016,"Apalachicola, FL",29.73691,-84.99775,Oil,1479
9278,2016-05-13,Mystery Spill Pemaquid Point,"Pemaquid Point, Maine",43.7833333333,-69.5166666667,Oil,1480
9277,2016-05-12,Green Canyon 248,"Green Canyon Block 248, Gulf of Mexico",27.7305944444,-90.5704527778,Oil,1481
9276,2016-05-10,MC 430 Sheen,Mississippi Canyon block 430 (MC430),28.5666666667,-88.2416666667,Oil,1482
9275,2016-05-08,Sheen Reports,"off Bolinas, CA",37.8680555556,-122.693888889,Oil,1483
9273,2016-05-06,Military Harrier Jet Crash,"Wrightsville Beach, NC",34.2308333333,-77.7231666667,Oil,1484
9274,2016-05-06,Potassium Hydroxide Spill,"Hampton, Virginia",,,Chemical,1485
9271,2016-05-04,Floating barrel,"San Francisco Bay, CA",37.8111666667,-122.3525,Chemical,1486
9272,2016-05-04,"Mystery Spill, Laysan Island, HI","Laysan Island, NWHI.",25.76,-171.73,Oil,1487
9270,2016-04-28,Drifting S/V KENTUCKY WOMAN,"Off Point Año Nuevo, CA",37.09,-123.05,Other,1488
9269,2016-04-27,M/V Shelf Venture,"Baptiste Collette, LA",29.3476166667,-89.3036333333,Oil,1489
9268,2016-04-22,UTV Ricky Lebeouf,"Channelview, TX",29.7875,-95.0665277778,Oil,1490
9267,2016-04-20,Sunken Barge EMS 319,"MM 92.5, Mississippi River, New Orleans",29.9530555556,-90.0280555556,Oil,1491
9265,2016-04-15,F/V No. 1 JI HYUN,"Aunuu Island, American Samoa",-14.29,-170.56,Oil,1492
9266,2016-04-15,F/V PRIVATEER,"Ocean Shores, WA",46.933895,-124.17639,Oil,1493
9263,2016-04-04,F/V Volga,"Resurrection Bay, Alaska",59.9304444444,-149.322833333,Oil,1494
9261,2016-04-04,Isles of Shoals Mystery Sheen,"Isles of Shoals, NH",43.0333333333,-70.6,Oil,1495
9262,2016-04-04,Qinaq River Submerged Excavator,"Tuntutuliak, Alaska",60.333576,-162.673874,Oil,1496
9260,2016-04-04,Truck Accident: I95,"New London, CT (I95 Bridge)",41.36384,-72.087647,Oil,1497
9259,2016-03-29,Bayou Teche Tank Overflow,"Bayou Tesh, Jeanerette, LA 70544",29.8848333333,-91.5933611111,Oil,1498
9258,2016-03-25,TPIC Minor Pipeline Leak,"Delta NWR, Plaquemines, LA",29.2455555556,-89.1991666667,Oil,1499
9257,2016-03-24,Grounded F/V PATTY AJ,"Coos Bay, OR",43.3542638889,-124.331733333,Oil,1500
9255,2016-03-22,Beached Diesel Bladder,"Jefferson, TX",29.6494444444,-94.1355555556,Oil,1501
9256,2016-03-22,Long Bay Oil Slick,"East Cox Bay, LA",29.5156666667,-89.5658333333,Oil,1502
9253,2016-03-20,F/V LONGSHOT,Long Island Sound,41155,-71.9535,Oil,1503
9252,2016-03-20,Marina fire,"Port Orchard, WA",47.54,-122646,Oil,1504
9251,2016-03-17,Tarrytown Tug Barge Collision,"Tappan Zee Bridge, NY",41.068813,-73.877728,Oil,1505
9254,2016-03-16,Marine Debris: partial fishing vessel,"off Gold Beach, OR",42.5275,-124.6775,Other,1506
9250,2016-03-16,"Mystery Sheen, Main Pass LA","Vicinity of Main Pass, LA",29.3736111111,-89.0327777778,Oil,1507
9249,2016-03-15,Berry Lake Platform Fire,"Bayou Sorrel, LA",30.1423333333,-91.4233333333,Oil,1508
9247,2016-03-10,F/V BERGEN,"Bellingham, WA",48.760348,-122.513541,Oil,1509
9245,2016-03-08,Drug Interdiction,40 miles south of Dominican Republic,16.5,-71.23,Oil,1510
9244,2016-03-07,F/V Ruby D,Ft Meyers. FL (offshore),26.45,-83.04,Oil,1511
9243,2016-03-06,Sunken Shrimp Trawler,"Near South Jetty, Galveston, TX",29.32975,-94.7130833333,Other,1512
9241,2016-03-03,Tug Gregory David,"Pool 27, Upper Mississippi River MM 184.5",38.702863,-90.180711,Oil,1513
9240,2016-02-29,Dozier's Marina Fire,"Urbanna, VA",37.63515,-76.57225,Oil,1514
9238,2016-02-22,Whitney Oil & Gas Wellhead Leak,"Garden Island Bay, Plaquemines, LA",29.0886111111,-89.1561111111,Oil,1515
9237,2016-02-20,M/V West Cameron,"238 miles south of Pensacola, FL GOM",26395,-87.3483333333,Oil,1516
9236,2016-02-18,Genesis 8-inch pipeline ,"Magee, MS",31.8691666667,-89.6783333333,Oil,1517
9235,2016-02-17,Hess Zinc Bromide Discharge,"Offshore Marsh Island, LA",27.7641666667,-91.97,Chemical,1518
9234,2016-02-16,FV Tempest,"Whale Island, Kodiak, AK",57.92905,-152.816966667,Oil,1519
9233,2016-02-16,Tug Emily Anne,Boston Outer Harbor,42374,-70.9128333333,Oil,1520
9242,2016-02-12,Abandoned cannery site,"McAbee Beach, Monterey, CA",36.6152777778,-121.899166667,Oil,1521
9246,2016-02-12,FV Stella Marie,"Sitka, Alaska",57.01,-135.49694,Oil,1522
9232,2016-02-11,Field Energy Platform Release,"~13 mile offshore of Grand Isle, LA",29.0313888889,-89.9238888889,Oil,1523
9231,2016-02-04,Potomac River,Washington DC,38.86,-77.04,Oil,1524
9230,2016-01-27,Canadian Pacific Rail Train Derailment,"Brownsville, MN Mississippi River",43.66,-91.27,Oil,1525
9228,2016-01-26,"Inverted Barge, MM130","Mississippi River, near Killona, LA",29.9939166667,-90.4220333333,Chemical,1526
9229,2016-01-26,M/V CONCORDIA,"MM 82 Arkansas River Pine Bluff, AR",34.37667,-92.066944,Chemical,1527
9226,2016-01-26,Schuylkill River Spill,"Philadelphia, PA",,,Oil,1528
9227,2016-01-25,M/V Serena III,"Fort Lauderdale, FL",26.1666666667,-79.8583333333,Oil,1529
9225,2016-01-25,Sunken Barge MM501,"South of Valewood, MS",32.9519722222,-91.1049722222,Chemical,1530
9223,2016-01-22,Kinder Morgan,"Chesapeake,Virginia",36.7939444444,-76.2875833333,Oil,1531
9222,2016-01-21,UTV AMY FRANCES,"MS River MM 363 Natchez, MS",31.55751,-91.41912,Oil,1532
9221,2016-01-21,UTV THOMAS KAY,"Vicksburg, MS ",32.31517,-90.90635,Chemical,1533
9219,2016-01-20,PCS Nitrogen Facility,"Geismer, LA",30.2192,-91.05418,Chemical,1534
9220,2016-01-20,Sunken Barges,"Davant, LA",29.6011055556,-89.8408861111,Oil,1535
9218,2016-01-15,Downed Military Aircraft,"North Shore, Oahu",21.6366666667,-158.108333333,Oil,1536
9217,2016-01-15,Stone Oil Barge Allision,"New Orleans, LA",29.9243222222,-90.0607027778,Oil,1537
9216,2016-01-13,F/V Yankee,"Neva Strait, Sitka, Alaska",57.2925,-135.614166667,Oil,1538
9215,2016-01-12,UTV CYNTHIA G. ESPER/ HELENA HIGHWAY BRIDGE,"MM 661.7 LMR HELENA, AR",34.485142,-90.585198,Chemical,1539
9214,2016-01-08,Tarballs,"Point Lobos, CA",36.5166666667,-121.95,Oil,1540
9213,2016-01-05,Oiled birds,"Monterey Bay, CA",36.81,-121.94,Oil,1541
9212,2016-01-04,FV Moonraker,"Latouche Island, Alaska",60.064568,-148.01114,Oil,1542
9211,2016-01-02,Hudson River 78th Street Dielectric Fluid Spill,"Edgewater, NJ",40.8091666667,-73.9830555556,Oil,1543
9210,2015-12-30,Sunken Tug,"Galveston, TX",29.3085555556,-94.7986111111,Other,1544
9209,2015-12-29,Pipeline Leak,"Offshore, Sabine Pass, TX",29.4513888889,-93.7980555556,Oil,1545
9208,2015-12-21,"Pipeline Leak, Ship Shoal Block 233","Offshore Terrebonne Bay, LA",28.4611666667,-90.8848333333,Oil,1546
9206,2015-12-14,Containers lost from M/V Manoa,"8 miles off Golden Gate, CA",37.72,-122.65,Other,1547
9205,2015-12-14,M/V William Strait,"MM 727 Mississippi River near Memphis, TN ",35.09723,-90.17928,Oil,1548
9207,2015-12-14,Tugs in Adak,"Sweeper Cove, Adak Island, AK",51.86241,-176.630308333,Oil,1549
9204,2015-12-06,Barge Columbia Elizabeth,"Between Cape Canaveral and Port St Lucie, FL",28.03,-80.23,Chemical,1550
9203,2015-12-04,F/V Orin C,"Stellwagen Bank NMS, Massachusetts",42.5768333333,-70361,Oil,1551
9202,2015-12-02,Star Grip,"Agattu Island, Alaska",51.6833333333,170.958333333,Oil,1552
9201,2015-11-17,Crimson Gulf (FKA Mystery Slick),app. 3.08nm E of Pass A Loutre,29.2455555556,-88.9827777778,Oil,1553
9200,2015-11-07,BNSF ethanol derailement,"MM 754 UMR Alma, WI",44.3199654,-91.9148839,Chemical,1554
9199,2015-11-06,Frosty Fuels Pipeline Rupture,"Cold Bay, Alaska",55.203942,-162.703403,Oil,1555
9198,2015-11-05,M/V Teal,"  3 MN east of Cape Hatteras, NC",,,Oil,1556
9197,2015-11-02,Well head equipment failure,"Bayou Perot, LA",29.6805555556,-90.1661111111,Oil,1557
9196,2015-11-01,BOPCO platform,"Cox Bay, LA",29.4744444444,-89.6280555556,Oil,1558
9195,2015-11-01,Entergy,"Jefferson County, Harvey LA",29.8551111111,-90.1001972222,Oil,1559
9194,2015-10-30,Reagan Airport JP-4 Spill,"Washington, DC",38.8405,-77.0433888889,Oil,1560
9193,2015-10-27,M/V Endeavour,"St Lucie Inlet, Stuart, FL",27.2116666667,-80.2166666667,Oil,1561
9192,2015-10-26,Grounded Tug,"Galveston, TX",29336,-94.7435,Oil,1562
9191,2015-10-25,Sunken Barge,"Garyville, LA",30.0488555556,-90.5912777778,Oil,1563
9190,2015-10-23,T/B Gonsoulin  #180,"Lake Charles, LA",30.1606359,-93.3247801,Oil,1564
9188,2015-10-21,Tug Challenger,"Juneau, Alaska",58.3016333333,-134439,Oil,1565
9186,2015-10-18,UTV SCOTT STEGBAUER,Ohio River Mile Marker 947,36.90074,-89.10475,Chemical,1566
9185,2015-10-16,Diversified Foods Ammonia Release,"Covington, LA",30.4671194444,-90.1884305556,Chemical,1567
9187,2015-10-16,Ketivik,"Egegik, Alaska",57.8166666667,-158.3,Oil,1568
9184,2015-10-05,Container Ship El Faro,"35 NM NE of Crooked Islands, Bahamas",23.12,-73.29,Oil,1569
9183,2015-10-02,M/V Global Gold,"Astoria, OR",46.18956,-123.36013,Oil,1570
9182,2015-10-01,Aleutians Pribilof No 2,"Atka, Alaska",52193,-174152,Oil,1571
9181,2015-10-01,Hurricane Joaquin,"Atlantic seaboard, US.",26.43,-71.63,Oil,1572
9189,2015-09-30,Seward Mystery Sheen,"Seward, Alaska",60.104072,-149.431679,Oil,1573
9179,2015-09-28,"Sea Level, NC Diesel Fuel Spill","Sea Level, North Carolina",34.87414,-76.40281,Oil,1574
9178,2015-09-28,Tug Harken 10,"Straits of Georgia, Briitish Columbia, Canada",49087,-123.460166667,Oil,1575
9177,2015-09-16,Tank Barge Argo,"Western Lake Erie, Ohio",41.6393166667,-82.4933166667,Oil,1576
9174,2015-09-13,F/V Lady K,Bristol Bay AK,58.7581333333,-159.494033333,Oil,1577
9175,2015-09-13,PRECIOUS TIME II,"Sandy Hook, NJ",40.4817833333,-74.0035833333,Oil,1578
9173,2015-09-13,THE-INDIA,"Sandy Hook, NJ",40.4666666667,-74.0,Oil,1579
9172,2015-09-12,Mystery Sheen,"Offshore Grand Isle, LA",29.0666666667,-89734,Oil,1580
9170,2015-09-04,FV Barnacle Bill,"Cold Bay, Alaska",55.3744,-162.973083333,Oil,1581
9171,2015-09-04,FV Sierra Allene,"Kelp Bay, Alaska",57.2759833333,-134.918083333,Oil,1582
9169,2015-09-03,APEX 3508 ,Lower Mississippi River MM 937,36.76449,-89.11895,Oil,1583
9168,2015-09-02,FV Pacific Venture,"Sitka, Alaska",57.0343333333,-135.312166667,Oil,1584
9166,2015-08-31,Dredge Vessel ILLINOIS,"Sea Isle, NJ",39.1594444444,-74.6325,Oil,1585
9167,2015-08-31,F/V Richie Rich,"Offshore Point Au Fer Island, LA",29.25,-91.5333333333,Oil,1586
9165,2015-08-31,Piti Power Plant generator fire,"Piti, Guam",13.4642,144.68538,Oil,1587
9164,2015-08-28,FV El Jeffe,"Sandy Hook, NJ",40.4825888889,-74.0136944444,Oil,1588
9163,2015-08-26,NESDIS Anomaly,"Blocks 207 GOM, LA",28.5294444444,-90.9794444444,Oil,1589
9162,2015-08-26,NESDIS Anomaly ,"Blocks 43, 47 GOM, LA",28.9938888889,-89.9669444444,Oil,1590
9161,2015-08-22,Mystery Substance ,Eugene Island Block 142,28.8811111111,-91.4502777778,Oil,1591
9159,2015-08-17,Sitka Power Plant,"Sitka, Alaska",57.053055,-135.334722,Oil,1592
9158,2015-08-13,FV Sheryl Ann,"Spruce Island, Alaska",57.8357333333,-152.3,Oil,1593
9156,2015-08-11,FV Egegik Spirit,"Olsen Island, Alaska",60.8763833333,-147.570583333,Oil,1594
9155,2015-08-10,MV Challenger/Barge,"Nushagak River, Alaska",59.2616666667,-157.652166667,Oil,1595
8972,2015-08-02,FV Icelander,"Latouche Island, Alaska",60075,-147.856333333,Oil,1596
8971,2015-08-02,IMTT Bayonne,"Bayonne, NJ",40.6483333333,-74.1116666667,Oil,1597
9157,2015-08-02,Typhoon Soudelor,"Saipan, CNMI",15.11,146.06,Oil,1598
8970,2015-07-30,Anomaly: 30 July 2015,60 miles east of Cape Cod,41505,-68.9530555556,Oil,1599
8969,2015-07-23,Mystery Sheen: Great South Channel,Massachusetts: ESE of Nantucket,40.6791666667,-68.9766666667,Oil,1600
8968,2015-07-21,UTV CHARLIE BOY,"Mississippi River, St. Louis, MO",38.5343,-90.25788,Oil,1601
8966,2015-07-20,Barge Collision,"Texas City, TX",29367,-94785,Oil,1602
8967,2015-07-20,East Wax Lake Pipeline Leak,"Belle Isle, LA",29.5513888889,-91.39,Oil,1603
8965,2015-07-17,FV Revelation,"Kvichak Bay, Alaska",58.7916666667,-157.408333333,Oil,1604
8964,2015-07-16,FV North Star,"Kvichak Bay, Alaska",58.6666666667,-157.45,Oil,1605
8962,2015-07-14,FV Copper Star,"Hawkins Island, Alaska",60.5231666667,-146.207166667,Oil,1606
8963,2015-07-14,FV Elizabeth F,"False Pass, Alaska",54.7856666667,-163.368833333,Oil,1607
8961,2015-07-12,Mystery Spill Long Island,20 Miles South of S. Hampton Long Island,40335,-72.3636111111,Oil,1608
8957,2015-07-06,Private Recreation Vessel,"Patricia Cay, St Thomas, USVI",18.3034333333,-64.8728166667,Oil,1609
8958,2015-07-06,Sacraficio II,"Mona Island, Puerto Rico",18.06,-67.8633333333,Oil,1610
8959,2015-07-03,NE Gulf of Alaska Anomaly,"Sitka, Alaska",55.2983333333,-134.245277778,Oil,1611
8956,2015-07-02,"Barge Collision, LMR MM150","Vacherie, LA",30.0117833333,-90.7283361111,Chemical,1612
8954,2015-06-30,M/V Sharon,"Dauphin Island, AL",30.2248333333,-88.3153333333,Oil,1613
8955,2015-06-30,WWII Seaplane N85U,"Flora-Bama, Perdido Key, FL",30.279537,-87.518156,Oil,1614
8953,2015-06-28,Space X Dragon Rocket Incident,"150 miles offshore Jacksonville, FL",30.2174,-78.8237,Chemical,1615
8952,2015-06-21,Bolivar Island Mystery Oil Seepage,"Bolivar Peninsula, TX",29.48315,-94.55991,Oil,1616
9176,2015-06-20,"Mississippi River Vessel, Ascension Parish","Baton Rouge, LA",30.12485,-90.94825,Chemical,1617
8951,2015-06-16,Orange Peel Oil Spill,"Passaic River, NJ",40.8136833333,-74.3443722222,Oil,1618
8950,2015-06-15,F/V Robert C,"Martha's Vineyard, MA",41.3681666667,-70798,Oil,1619
8949,2015-06-10,Adams Slip,"Greens Bayou, Houston Ship Channel, TX",29741,-95175,Oil,1620
8948,2015-06-10,FV Kupreanof,"Cape Spencer, Alaska",58.3256166667,-138.249833333,Oil,1621
8947,2015-06-09,Loading Arm Discharge,"Port Neches, TX",29.9916861111,-93.93705,Oil,1622
8946,2015-06-07,Breton Sound 21 Well,"Breton Sound, LA",29.578611,-89.1175,Oil,1623
8945,2015-06-04,M/V Gorham,"Bromley, Kentucky",39.07956,-84.57061,Oil,1624
8944,2015-06-03,Barge DB 165-1,"Kuskokwim Bay, AK",59915,-162.903333333,Oil,1625
8942,2015-06-03,Condensate Sheen,"Offshore Timbalier Islands, LA",28.9483333333,-90.5191666667,Oil,1626
8943,2015-06-03,Con Edison Transformer Oil,"Harlem River, New York, NY",40.860575,-73.9171916667,Oil,1627
8941,2015-05-30,"Sunken Tug, LMR Mile Marker 163","New Orleans, LA",30.0638888889,-90.8636111111,Oil,1628
8939,2015-05-28,Manhattan Beach Incident,"Los Angeles, CA",33.88503,-118.41327,Oil,1629
8940,2015-05-27,Tarballs &Tarmat Strandings,"Corpus Christi, TX",27.4248583333,-97.2955472222,Oil,1630
8938,2015-05-26,MV Jian Quang vessel grounding,"Port Arthur, TX",29.6344444444,-93.8333333333,Other,1631
8936,2015-05-23,37 ft boat sinks in Columbia River,"West of Sand Island, WA",46.2705,-124.033333333,Oil,1632
8937,2015-05-23,LC Thors Hammer,"Port Graham, Cook Inlet, Alaska",59.31857,-151.99898,Oil,1633
8935,2015-05-22,Breton Sound 21 Platform Fire,"Breton Sound, LA",29.5786111111,-89.1175,Oil,1634
8934,2015-05-19,Refugio Incident,"Santa Barbara, CA",34.4623472222,-120.086875,Oil,1635
8932,2015-05-17,M/V ALGOMA SPIRIT,St. Lawrence River,44.99861,-74.72159,Oil,1636
8933,2015-05-17,Vessel Collision,"17 m south of Long Island, NY",40.55,-72.4733333333,Oil,1637
8930,2015-05-15,M/V Aubi,"Punta Tuna, Arecibo, Puerto Rico",18.4913888889,-67.9788888889,Oil,1638
8931,2015-05-15,Mystery Sheen,"Sasa Bay, Apra Harbor, Guam",13.4466666667,144.673611111,Oil,1639
8929,2015-05-10,Indian Point Energy Center,"Buchanan, NY",41.2705111111,-73.9542555556,Oil,1640
8928,2015-05-08,M/V Rio de Janiero Express,"Oakland, CA",37815,-122.316666667,Oil,1641
8926,2015-05-06,Energy XXI platform West Delta Block 73/74 ,Gulf of Mexico,28.94733,-90.70592,Oil,1642
8927,2015-05-06,Overturned Skiff,Off the Wash outer coast,47.9898333333,-124.7995,Other,1643
8922,2015-05-05,M/V ADAM ASNYK ,Gulf of Mexico,28.75444,-89.48222,Chemical,1644
8921,2015-05-03,F/V Sea Beast,"Off Olympic Coast, WA",47775,-124.92,Oil,1645
8920,2015-05-03,Mystery Long I. Sound sheen,Eastern Long Island Sound,40.9355,-73.6237,Oil,1646
