id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
9876,2019-04-03,Partially Submerged Recreational Vessel at JSBB Marina,"Mandeville, LA",30353,-90051,Oil,,Unknown ( Possibly dirty motor oil),,,,,,1,0,"On March 24, 2019, the USCG Sector New Orleans notified the NOAA SSC of a discharge from a partially submerged, 36-ft recreational vessel, named MISS JILLY, at The JSBB Marina, in St. Tammany Parish, LA.  USCG IMD will continue to work the marina owner/operator to monitor the situation and provide updates as necessary."
9872,2019-03-28,"Dublin Express Oil Spill, Staten Island, New York","Arthur Kill, Staten Island, NY",40.5571129748457,-74.215393087361,Oil,,#6 bunker fuel,1,1,,,,100000,10,"On March 28, 2019, the USCG Sector New York notified the NOAA SSC that the Container Vessel Dublin Express's hull was damaged by a container that fell from her deck in heavy sea conditions. It is reported that between 12 and 16 containers were lost. As the vessel was docking, crew members observed an oil sheen behind the vessel.  Areas along the shoreline of Elizabeth NJ have been impacted. An unknown amount of #6 bunker fuel was released. The USCG is on-scene. USCG has requested a NOAA trajectory."
9866,2019-03-17,"ITC Tank Fire, Deer Park, TX","1942 Independence Parkway, Deer Park, TX",29.73277778,-95.09111111,Oil,,naptha,,,,,,3360000,3,"On March 17, 2019 Sector Houston-Galveston notified NOAA SSC about a tank farm fire in Deer Park, TX (Houston area).  Tank with capacity of 80,000 gallons naptha is on fire. Fire still burning, source not controlled, two additional tanks (one xylene, one gas blend) also at risk from fire.  Inland zone, EPA FOSC, Coast Guard in liaision role at ICP in event there is a discharge that enters Tucker Bayou.  SSC requested to provide support on chemical properties, response options, and resources at risk."
9865,2019-03-16,Buskin River Diesel Spill,"Kodiak, AK",57.7577896855863,-152.515624557511,Oil,,diesel,,,,,,1400,0,"On March 16, 2019, the NOAA SSC was contacted by the Department of the Interior regarding a diesel spill from an upland site along the Buskin River on Kodiak Island, AK.  The leak of roughly 1,300 gallons diesel reportedly occurred overnight between an upland fuel storage tank and a newly installed generator and was discovered this morning.  A significant portion of the spilled volume reached the Buskin River and sheens have been observed out to ½ mile from the river’s mouth into Saint Paul Harbor.  The Buskin River is a primary recreational and subsistence fishing waterway on Kodiak Island and young pink salmon alevin are reportedly present along the banks of the river at this time.  Sorbent and protective boom has been deployed."
9859,2019-02-27,FV Arctic Storm,"Bering Sea, Alaska",56.196467,-162.55973,Oil,,hydraulic oil,,,,,,1081,0,"On 27-Feb-2019, the FV Arctic Storm experienced an equipment failure and a release of 1081 gallons of hydraulic oil. USCG Sector Anchorage is requesting a fate analysis and trajectory."
9860,2019-02-27,LC Don Quixote,"Kodiak Island, Alaska",57.79167,-153.93083,Oil,,diesel,,,,,,800,1,"On 26-Feb-2019 at 0933, the 74’ Landing Craft Don Quixote began taking on water and ran aground on Kodiak Island. The LC has approximately 800 gal of Diesel and 50 gal of Oil onboard. A sheen has been spotted coming from the vessel and an unkown amount of product has been discharged. Sector Anchorage is requesting fate analysis and trajectory."
9857,2019-02-25,Sump Pump Discharge into Lake St. Clair,"St Clair Shores, MI",42.478953,-82.880621,Oil,,Oil,,,,,,2500,0,"On February 25, 2019, USCG Sector Detroit contacted SSC about a private residence discharging oil from a sump pump into Lake St. Clair. Source of oil is believed to be an underground home heating oil tank."
9856,2019-02-23,"Cargo Plane Crash, Trinity Bay,TX","Anahuac, TX 77514, USA",29.76333333,-94715,Oil,,JP-5 (Heavy Kerosene,,,,,,24000,0,"On February 23, 2019, a Boeing 767 cargo plane crashed into Trinity Bay, Texas.  Aircraft reported to be carrying 24,000 gallons of JP-5 (heavy kerosene).  Sector Houston-Galveston and Texas General Land Office (TGLO) responded.  Large debris field was present, no visible sheen or recoverable oil.  TGLO provided fate analysis, CG requested no additional products.  Recovery operations suspended at nightfall."
9855,2019-02-23,FV Kaia,"Unimak Island, Alaska",54.7961,-164.5847,Oil,,diesel,,,,,,4000,0,"At 0200 on 23-Feb-2019, the FV Kaia ran aground on the north side of Unimak Island. The Kaia is a steel hulled fishing boat carrying a reported 4,000 gallons of diesel fuel.  No report of a spill at this time. At this time, all crew are still onboard.  A USCG helicopter is enroute.  Weather is 35 kt winds and 12 foot seas. Sector Anchorage is requesting fates analysis, a trajectory, and potential resources at risk."
9854,2019-02-17,M/V St Clair Vessel Fire Maumee River,"Toledo, OH",41.699087,-83.451108,Oil,,Fuel Oil,,,,,,69000,0,"On the morning of February 17, 2019, the M/V St Clair was reported to be on fire at the CSX pier on the Maumee River in Toledo, OH. The vessel was reported to have 69,000 gallons of #6 fuel oil aboard though there are no reports of pollution."
9852,2019-02-15,FV Pacific 1,"Unalaska Island, Alaska",53.5099,-167187,Oil,,diesel,,,,,,6000,0,"On 15-FEB-2019, at 0430, the FV Pacific I was reported sunk approximately 3 miles northwest of Kismaliuk Bay on the northwest side of Unalaska Island.  It is unknown if there has been any release; estimated total of oils on board is 6000 gallons. Vessel is sunk in approximately 225 feet of water.  USCG Sector Anchorage is requesting fate and trajectory at this time."
9851,2019-02-13,Lindsey Lake Tanker Spill,"Vietnam Veterans Memorial Highway, Cascade Locks, OR 97014, USA",45.6874152803854,-121.712754964828,Oil,,Diesel Fuel,,,,,,4000,0,"On the morning of February 13th, 2019, Oregon DEQ notified the NOAA Duty Officer of a spill of approximately 4,000 gallons of diesel fuel from an overturned tanker truck on I-84 near Lindsay Creek in Oregon.  Oregon DEQ is on scene and has initiated booming to contain the spill within Lindsay Lake and prevent it from getting into the Columbia River."
9848,2019-02-09,T/V Ed McLaughlin Sinking Ohio River,"Cheshire, OH",38.916055,-82.124537,Oil,,Diesel,,,,,,8000,0,"On the afternoon of February 8th, 2019, the T/V Ed MCLaughlin capsized on the Ohio River at mile marker 259. The vessel sank in approximately 75 feet of water with 4906 gals of diesel, 110 gals of lube oil, and 55 gals of hydraulic oil aboard. Light sheening has been reported near the vessel sinking site. USCG requested fate, effects, and trajectory."
9847,2019-02-06,FV Big John Vessel Grounding,"Frisco, NC, USA",35.2246907785728,-75.6391525268555,Oil,,deisel fuel,,1,,,,800,0,"On 6 February 2019, USCG Sector North Carolina notified the NOAA SSC about a fishing vessel that grounded off of Frisco, North Carolina (Outer Banks) on 5 February. Vessel had approximately 800 gallons of petroleum products on board. The vessel was a complete loss. USCG requested information about potential resources at risk and marine debris clean-up methods."
9850,2019-02-03,Hobby Airport JP-8 Discharge,"7714 Airport Blvd, Houston, TX 77061, USA",29655,-95.27666667,Oil,,JP-8,,,,,,64000,0,"On February 3, 2019, Sector Houston-Galveston IMD responded as first Federal on-scene to a reported discharge (NRC#1236649) of 64,000 gallons of jet fuel (JP-8) into the containment area of a fuel storage area at Hobby Airport.  Houston Fire Department also responded.  Incident occurred within EPA response zone, but a reported 10-30 gallons was discharged into a storm drain system which leads to Sims Bayou, a feeder stream to the Houston Ship Channel.  Storm drain outfalls were boomed, and storm drains were flushed by the OSRO.  On-scene teams noted sheen on water, no fish kills or other injured wildlife were observed.  Sector Houston-Galveston IMD issued a Notice of Federal Interest (NOFI) regarding the product in the water.  NOAA SSC was contacted, and provided phone support regarding environmental sensitivities for Sims Bayou.Sector Houston-Galveston is working with the OSRO to determine final amount of product discharged to the waterway."
9840,2019-01-16,"South Pass, Block 23","Venice, LA",29.03138889,-89.24972222,Oil,,Crude Oil,1,,,,,50,0,"On January 16, 2019, the USCG Sector New Orleans Incident Management Division (IMD) was notified that an estimated 50 gallons of crude oil was discharged near the Pass A Loutre Wildlife Management Area, in Plaquemines Parish, LA. The discharge was reportedly from a facility owned and operated by Whitney Oil & Gas, LLC. The USCG contacted the NOAA Scientific Support Coordinator (SSC) to request satellite imagery of the discharge location to confirm sheen size and trajectory, and NOAA Satellite Analysts reported no satellite imagery was available in the discharge location. An overflight is scheduled to be conducted over the incident location in the morning to confirm sheen sighting and plan recovery product."
9839,2019-01-08,Hilcorp CF-6,"Lafitte, LA.",29.66055556,-90.10833333,Oil,,Crude Oil,1,,,,,252,0,"On January 6, 2019, the USCG Sector New Orleans Incident Management Division (IMD) was notified that 6 barrels of crude oil was discharged from the CF-6 facility in Jefferson Parish, Louisiana. The facility is owned and operated by Hilcorp.  The discharge occurred due to fuel freezing, caused by an equipment failure of the dehydration system, which is now repaired."
9837,2018-12-18,"Diesel Discharge, Lower Mississippi River MM125","Mississippi River, Hahnville, LA , USA",29.9825,-90.40138889,Oil,,Diesel,,,,,,3500,0,"On December 18, 2018 Sector New Orleans notified the NOAA SSC about a diesel discharge resulting from a vessel allision at MM125 on the Lower Mississippi River, right descending bank.  Sheening reported, amount of discharge unknown at time of notification.  Damaged tank has been lightered, with no sheen observed following lightering.  Sector New Orleans is sending a pollution response team for on-site evaluation.  No products requested."
9835,2018-12-17,Corpus Christi Ship Channel Vacuum Oil Discharge,"Corpus Christi, TX , USA",27.82222222,-97.43555556,Oil,,Vacuum Gas Oil,,,,,,210,0,"On December 17, 2018, at approximately 0330 CT, a barge discharged a reported 120 gallons (~3 bbls) of vaccum gas oil onto the deck of the barge due to a tank overflow.  An estimated 15-25 gallons was discharged to the Corpus Christi Ship Channel, in Corpus Christi’s Inner Harbor.  Sector Corpus Christi has requested assistance from NOAA SSC regarding clean-up methods for the barge deck.  Proposed methods include potential addition of diesel to improve flowability of product, and potential use of Surface Washing Agents.  Both measures are for deck only, with no intended discharge to surface waters.  Phone support provided, no on-scene requests."
9836,2018-12-14,TPIC Garden Island Bay Facility,"1, LA, USA",29.14083333,-89.19638889,Oil,,Crude Oil,1,,,,,420,0,"Sector New Orleans Incident Management Division (IMD) received NRC #1233035 stating approximately 10 barrels of crude oil has been discharged due to a hole in the salt water disposal line at the facility. TPIC shutdown the line, notified their OSRO ES&H, and the area was boomed with approximately 2000ft  of boom to keep discharged oil out of the center of Camp Canal waterway to prevent spreading of the oil."
9833,2018-12-12,DOD-contracted Aircraft crash,"off Honolulu, Hawaii",21.27033333,-157.92516667,Oil,,jet fuel or aviation gasoline,,,,,,900,0,"The afternoon of December 12 at about 1500 HST, a DOD-contracted aircraft crashed approximately two miles off the reef runway on the south shore of Oahu, Hawaii.  The aircraft was reported to be carrying 900 gallons of fuel.  An assessment of whether fuel or aircraft debris could impact shorelines was requested."
9832,2018-12-10,FV Nordic Viking,"Seward, AK",60.12004,-149.43491,Oil,,diesel,,,,,,700,1,"On 9-Dec-2018, FV Nordic Viking, a tender/processor, sank at the T Dock in Seward Harbor.  The vessel is reported to be 76'.   The vessel owner indicated that there was about 700 gallons of marine diesel on board the vessel (capacity 2,000 gallons).  Absorbent boom was placed at the dock.  Before booming a rainbow sheen ~60' by 1500' was observed.  The sheen reportedly had black oil as well. NOAA SSC is consulting with the ADEC."
9831,2018-12-09,Lake Washington A10 Well Leak,"Port Sulphur, LA USA",29.3994489,-89.7857337,Oil,Wellhead,"Oil, crude",1,1,,,,129,7,"On December 9, 2018, the USCG Sector New Orleans contacted the NOAA SSC regarding an equipment failure on a wellhead casing in Lake Washington/Rattlesnake Bayou, near Port Sulphur, LA.  The discharge amount is estimated to be ~129bbls of crude/water/gas per day.  The source was not reported as secured.  USCG is requesting a trajectory and potential resources at risk."
9830,2018-12-08,"FV Kathleen Manasquan Inlet, NJ","Point Pleasant Beach, NJ  USA",40.1042312680152,-74.0376892173663,Oil,,Diesel fuel,,,,,,500,0,"At 0700 on 8 December 2018, USCG Sector Delaware Bay notified the NOAA SSC that a fishing vessel sank in the Manasquan Inlet, New Jersey. The vessel had 800 gallons of diesel fuel on board. USCG requested SSC to go on-scene to support response. No products requested at this time."
9829,2018-12-06,F/V JEANETTE,American Samoa,-14.56633333,-170.57516667,Oil,,Diesel,,,,,,90000,3,"On December 5, 2018, the JEANETTE, a 228' commercial fishing vessel, caught fire in Pago Pago harbor and was towed out of the harbor for safety reasons.  On December 6, 2018, the vessel  sank at 1139 Hawaii Time approximately 17 NM southeast of Pago Pago, American Samoa. It was reported to be carrying as much as 90,000 gallons of diesel fuel and 300 gallons of gasoline. A trajectory forecast was requested."
9826,2018-12-01,PACIFIC SHARAV Drilling Mud Release,GoM,28.37666667,-88.23,Oil,,drilling mud,,,,,,84000,0,"On December 1, 2018, the USCG notified NOAA SSC of a release of synthetic oil based mud to the seafloor. Drilling Rig Pacific Sharav made an emergency disconnect from the well head (6,800ft depth) due to rough seas and 90kt winds. Approximately 2282bbl of mud was released from the bottom of the riser. The drill ship later hooked back into the well without further incident.  No sheen or evidence of product at the surface has been reported."
9825,2018-11-29,"Ruptured Natural Gas Line, Belle Isle, MI","Detroit, MI",42.34176389,-82.99833611,Oil,Pipeline,Natural Gas,,,,,,7480519,0,"On the evening of November 29, 2018, USCG Detroit notified SSC of a ruptured natural gas pipeline located along the southwestern side of the MacArthur Bridge. The DTE gas main is 6"" in diameter and has a max discharge potential of 1,000,000 cubic feet over a 4-5 hour period. USCG is requesting plume modeling and fate and effects."
9822,2018-11-28,"Vessel Discharge Ohio River, Greenup, KY","Greenup, KY",38.58333333,-82.84194444,Oil,,dIESEL,,,,,,400,0,"On November 28, 2018, USCG contacted SSC about two derelict vessels Misty Liz (45 ft) and Misty Dawn (55 ft) moored on the Ohio River (Mile marker 336.5) that are actively discharging. Each vessel contains approximately 200 gallons of diesel fuel. There is approximately 15 gallons in the water. USCG is requesting trajectory, and fate and effects."
9820,2018-11-13,F/V Aaron and Melissa II,"50 miles east of Rockland, ME",43.1,-68.36,Oil,,Diesel,,,,,,5000,0,"On November 14, 2018, the 76 foot fishing vessel Aaron and Melissa II sank approximately 50 miles east of Rockland, Maine in 88 fathoms (500+ feet) of water.  All hands were rescued from the sea and the ship went down with an estimated 3-5 thousand gallons of diesel fuel on-board.  The NOAA SSC was contacted on that afternoon for for oil fate and movement support and a discussion of resources at risk."
9813,2018-10-24,Newtok Tank Farm,"Newtok, AK",60.941705,-164.633744,Oil,,diesel,,,,,,15000,0,"On October 6,2018, the Newtok, Alaska, Tank Farm reported a home heating oil leak into secondary containment. A follow-up site inspection of the site by USCG revealed that two 12000 gallon tanks are leaning and could potentially tip over releasing 24000 gallons of home heating oil into the Kealavik (aka Newtok) River. The USCG has requested a summary of the resources at risk to a fuel spill at this site."
9812,2018-10-17,Tiger Pass Unknown Liquid Release,"Venice, LA, USA",29.25616667,-89.32983333,Other,,unknown,,,,,,110,0,"On October 17, 2018, the USCG Sector New Orleans contacted the NOAA SSC regarding the discharge of an unknown substance from 2 barrels that were spotted on the lower Mississippi River.  The USCG deployed a field team to oversee the recovery of the barrels and collect a sample of the material."
9805,2018-10-04,Hilcorp East Bay Baptiste facility Discharge,"Port Sulphur, LA, USA",29.45666667,-89.84333333,Oil,,"Oil, crude",1,,,,,42,0,"On October 3, 2018, the USCG Sector New Orleans contacted the NOAA SSC regarding a discharge of oil from Hilcorp's Bay Baptiste facility into the adjacent waterway, resulting in an app. 0.5mi x25yd sheen."
9806,2018-10-04,Plains Marketing-St James Facility; MM 157,"St James, LA",29.98811111,-90.83305556,Oil,,"Oil, crude",1,,,,,42,0,"On October 4, 2018, the USCG Sector New Orleans contacted the NOAA SSC regarding the discharge of crude oil into the Mississippi River. The discharge occurred while workers were doing construction on an active pipeline, and source is reported secure."
9802,2018-10-02,F/V San Diego Grounding,"Approximately 7 miles NW of Key West, FL",24.38,-81.53,Oil,Grounding,Oil,,,,,,3000,0,"On October 2, 2018 at 08:45 ET the F/V San Diego shrimping vessel grounded on a jetty approximately 7 miles NW of Key West.  The USCG contacted the NOAA SSC requesting a fate & transport for potential discharge of 3000 gallons of marine diesel."
9793,2018-09-11,NECCO Plant: Anhydrous Ammonia,"135 American Legion Hwy, Revere, MA 02151, USA",42.4140681,-71.0033553,Chemical,,Anhydrous Ammonia,,,,,,35000,0,"On the morning of Sept. 11, 2018 the USCG Sector Boston was contact by the Revere Fire Department regarding a release of ammonia due to cross-contamination of a copper piping system for water and a tank of anhydrous ammonia.  Concerns remain about the potential for additional release from the 35,000 gallon anhydrous tank contained within plant.  NOAA SSC and the NOAA chemistry specialist have been contacted and are working with the Coast Guard."
9790,2018-09-09,"TPIC Well head Leak, Mississippi River Delta","Venice, LA 70091, USA",29.24555556,-89.19916667,Oil,,oil,1,,,,,63,0,"On September 9, 2018, the USCG Sector New Orleans contacted the NOAA SSC regarding a well head leak resulting in the discharge of 1.5bbl of crude Oil."
9788,2018-09-06,"Port Reading, NJ Diesel Fuel Spill","Kill Van Kull, USA",40.5518959259611,-74.2538452148438,Oil,,Diesel Fuel,1,1,,,,5000,1,"On 6 September, 2018, USCG Sector New York notified the NOAA SSC about a diesel fuel spill that ocurred at the Buckeye Terminal, Port Reading, N.J. as a result of a mechanical failuter during a barge loading operation."
9785,2018-08-31,F/V Master D,"40 miles east of Port Isabel, Texas",26131,-96.41333333,Oil,,"oil, diesel & Lube oil",,,,,,23000,2,"On August 31, 2018, the NOAA SSC was contacted by USCG Sector Corpus Christie regarding a fire aboard the FV Master D. Potential onboard is 23,000 gallons of diesel and 300 gallons lube oil. The incident occurred approx 38 miles offshore. It was reported that there is a 1/2 mile sheen behind the vessel.  USCG is requesting a Trajectory and potential resources at risk."
9786,2018-08-31,YP207 Vessel Sinking,"Pautuxent River, Maryland, USA",38.3011,-76.46108333,Oil,,Diesel Fuel,1,0,,,,200,0,"On August 31, 2018, USCG Sector Maryland NCR notifified the NOAA SSC that a privately owned former Navy vessel, while being towed, sank at an anchorage in the Pautuxent River. An estimated 150-200 gallons of residual fuel oil has been discharge. USCG requested information on potential resources at risk."
9784,2018-08-30,Corpus Christi Inner Harbor Discharge,"Nueces Bay, Corpus Christi, TX  USA",27.81277778,-97.41472222,Oil,,"Oil, API ~ 34",1,0,,,,840,1,"On August 30, 2018, the NOAA SSC was contacted by USCG Sector Corpus Christi regarding a discharge of oil in the Corpus Christi inner harbor from an overloaded barge. An estimated 1,176 gallons of oil was discharged. USCG requested a potential resources at risk and trajectory."
9783,2018-08-29,Barge CBR 2017,"Port Arthur, TX USA",29.85833333,-93.94111111,Oil,,Diesel - Non Marine,1,,,,,13272,1,"On August 29, 2018 , the USCG MSU Port Arthur contacted the NOAA SSC regarding a collision of a two vessels. The incident occurred at  ~ 1555CDT. The USCG is requesting a fate and trajectory."
9782,2018-08-24,F/V HIT LIST Fire,"2 Ferry Wharf, Newburyport, MA, USA",42.8132847346801,-70.869197845459,Oil,,Diesel Fuel,0,,,,,500,0,"On August 24, 2018, the USCG Sector Boston notified NOAA that a 42 foot tuna boat caught fire at the dock in the Merrimack River, Newbury Port, MA. The vessel had 500 gallons of marine diesel onboard when it caught fire and sank at the dock. USCG requested trajectory"
9780,2018-08-23,Vermilion Gasoline/Asphalt Marina Discharge,"Vermilion, OH",41.4141047628814,-82.3523247241974,Oil,,Gasoline,,,,,,830,0,"On August 23, 2018, MSU Cleveland notified the NOAA SSC about  an Incident that was discovered on Friday 17 August 2018. An 8000 gallon above ground gasoline tank at a local marina developed a leak somewhere along its underground line connecting the fuel pumps along the dock. Approximately 829 gallons of gasoline is unaccounted. The majority of the product is believed to be saturated in the ground under the asphalt and slowly leaching out causing a rainbow sheen and deteriorated asphalt to enter the Vermilion River.  USCG is requesting Resources at Risk."
9778,2018-08-22,"Synthetic Oil Spill Blount Island Jacksonville, FL","Jacksonville, FL, USA",30.38,-81.61,Oil,,Synthetic oil,,,,,,2800,2,"On August 22, 2018, the USCG Sector Jacksonville reported a 2800 gallon spill of a sythetic oil ( Amalie XLO Ultimate Synthetic Blend 15W40) from a tank on the deck of a barge at the Blount Island terminal in Jacksonville, FL. NOAA OR&R was requested to provide a trajectory, oil fate, weather forecast and a resources at risk report."
9773,2018-08-13,"Ex-USS PRINZ EUGEN, Kwajalein Atoll, RMI","Kwajalein Atoll, RMI",8.75244444,167.68522222,Oil,Coral|Historic Wreck,Navy Special Fuel Oil,,,,,,11610,1,"U.S. Navy SUPSALV has contacted the NOAA SSC for the Pacific Islands to request trajectory support in the event of an oil release during planned operations on the sunken Ex-USS PRINZ EUGEN in Kwajalein Atoll, Republic of the Marshall Islands.  The  700-foot German heavy cruiser sank in December 1946 but still contains fuel oil. The NOAA ERD Scientific Support Team is putting together information on the likely oil trajectory in the event of a release, as well as information on chemistry and expected persistence of Navy Special Fuel Oil ."
9772,2018-08-12,Grounded F/V Pacific Quest,"Santa Cruz, CA",36.9482470157912,-122.066545753866,Oil,,Diesel,,,,,,1200,2,"On August 12, 2018, the Monterey Bay National Marine Sanctuary (MBNMS) staff contacted the NOAA SSC about a grounded fishing vessel just outside Santa Cruz, CA at the base of the bluff near UC Santa Cruz’s Seymour Marine Discovery Center.  The vessel is carrying 1,200 gallons of diesel.   Responders on-scene have requested a trajectory."
9771,2018-08-10,"Failed Wellhead, Gulf of Mexico","Port Arthur, TX",29.65722222,-93.99055556,Oil,,oil,,,,,,8400,0,"On August 10, 2018, the USCG MSU Port Arthur contacted the NOAA SSC regarding a failed well head that has a potential to discharge crude oil into the Gulf of Mexico once repair operations begin. Operations will most likely begin early next week. The USCG is requesting preliminary trajectory and fate if oil discharges."
9767,2018-08-04,F/V BEACH RUNNER Sinking,United States,38.86805556,-74.71888889,Oil,,Diesel Fuel,,,,,,200,1,"On 4 August at 2:30pm, USCG Sector Delaware Bay notified the NOAA SSC that the F/V BEACH RUNNER, sank 9 miles offshore of Capr May, NJ.  200 gallons of diesel fuelwere  discharged. USCG requested verbal trajectory."
9762,2018-07-27,FV O'letta,"Cordova, AK",60.6005,-145.9615,Oil,,diesel,,,,,,600,0,"On July 26, 2018, the USCG Marine Safety Unit (MSU) Valdez reported that the FV O'letta sank  in 32 feet of water near Cordova, AK with an estimated 15000 pounds of salmon on board.  The vessel has an estimated 600 gallons of diesel on board.  There was a sheen observed, and boom was deployed around the vessel.  The USCG is requesting a resources at risk report."
9763,2018-07-27,"Vessel MAKALII, Niihau, HI","North Shore of Niihau Island, HI",22.003619,-160.078663,Oil,,Diesel,,,,,,500,0,"On July 27, 2018, the USCG  contacted the Scientific Support Coordinator for the Pacific Islands to request an oil trajectory and persistence forecast in the event of diesel release from the distressed vessel MAKALII on the north shore of Niihau Island, Hawaii. The 34-foot fiberglass vessel is reported to be carrying approximately 500 gallons of diesel."
9761,2018-07-26,FV Pacific Knight,"Clark's Point, AK",58.86043,-158.5345,Oil,,diesel,,,,,,800,0,"On July 25, 2018, the USCG Sector Anchorage reported that the FV Pacific Knight, a fishing tender, capsized in Nushagak Bay, approximately 11 miles south of Dillingham.  The vessel reportedly had 800 gallons of diesel and 300 gallons of hydraulic oil onboard. A sheen is observed on the water. The USCG conducted a SAR. ADFG issued an emergency fishing closure."
9759,2018-07-24,Tug Sea Cypress Grounding,"Lavallette Beach, NJ, USA",39.97,-74.06,Oil,,Diesel Fuel,,,,,,17000,1,"USCG Sector Delaware Bay notified the NOAA SSC at 0530 hours on 24 July 2018 that the Tug Sea Cypress ran aground on a beach earlier this morning onLavallette Beach, New Jersey. Tug has 17,000 gallons of diesel fuel on board, USCG reported no discharge at this time."
9755,2018-07-17,"Sinking Fishing Vessel, LA","Leeville, LA , USA",29.07388889,-90.28305556,Oil,,Diesel fuel,,,,,,700,0,"On July 17, 2018, the USCG Sector Houma contacted the NOAA SSC regarding a sinking fishing vessel.  The vessel is carrying marine diesel, and the USCG is requesting a fate and trajectory of the product. NRC# 121864."
9754,2018-07-13,Gambell Fuel Release,"Gambell, AK",63.781305,-171728,Oil,,diesel,,,,,,2600,0,"On 13 July 2018, USCG Sector Anchorage received a report of a fuel (diesel or home heating oil) spill in Gambell, AK. The amount released is potentially 2000 to 2600 gallons.  SSC support was requested to discuss site characterization and potential response options."
9753,2018-07-13,Hilcorp Pipeline Leak,"Terrebone Bay, LA, USA",29.09905556,-90.45,Oil,,"Oil, crude",,,,,,630,0,"On July 13, 2018, USCG MSU Houma contacted the NOAA SSC regarding the discharge of crude oil from a transfer line in Terrebonne Bay due to a pinhole leak discovered at 1740CDT. The source has been reported to be secured. The USCG is requesting a fate, trajectory, and potential resources at risk."
9752,2018-07-13,Vermillion Block 228 Discharge,"LA, USA",28.660917,-92.326417,Oil,,"Oil, crude",,,,,,600,0,"On July 13, 2018, the USCG MSU Houma contacted the NOAA SSC regarding a 3mi x 2 mi oil discharge in within Vermillion Block 228, ~60mi off shore.  The discharge is believed to be from a 10mi x 8"" pipeline ~120 feet below the surface of the water. The USCG is requesting a fate and trajectory."
9750,2018-07-09,MAERSK SHANGHAI Marine Debris,"Offshore, North Carolina, United States",34.7574096372601,-76.1627197265625,Other,,Marine Debris - Containers,,,,,,16,0,"On July 9, 2018, USCG Sector North Carolina notified the NOAA SSC that lost containers resulting from a previous incident that took place off the coast of North Carolina in March 2018 are now spilling their contents. USCG Sector North Carolina has requested support to mitigate  this threat to public safety, marine life and potentially the USS MONITOR NMS."
9749,2018-07-04,Grounded Longliner SEA GODDESS,"Off Reef Runway, Honolulu, HI 96819, USA",21.3045,-157.93366667,Oil,,Diesel,,,,,,8000,0,"On July 4, 2018, the USCG Sector Honolulu has notified the NOAA SSC for the Pacific Islands that the 83-foot steel-hulled Longliner SEA GODDESS  grounded early this morning off the middle of the reef runway at the Honolulu Airport.  No sheen or oil release has been observed or reported at this time.  The vessel is reported to be carrying 8000 gallons of diesel and 500 gallons of oily waste.  A trajectory analyses in the event of release was requested."
9751,2018-07-03,F/V LEONA Sinking,"Sitka, AK",56.96855,-135.42411,Oil,,diesel,,,,,,140,0,"On July 02, 2018, the F/V LEONA, a 33' wooden fishing vessel with approximately 140 gallons of diesel fuel onboard, began taking on water. Searches by USCG MSD Sitka (via vessel) and Air Station Sitka (via Helicopter) observed a sheen on the water approximately 2 miles long by 30 meters wide but were unable to locate the vessel and it is presumed to have sank.  USCG MSD Sitka requested a fates and trajectoryanalysis for this event."
9747,2018-07-02,"Abandon Building Discharge Port Huron, MI","Port Huron, MI",42.98554722,-82.43755556,Oil,,#2 Fuel Oil,,,,,,120000,0,"On July 02, 2018, the USCG Sector Detroit contacted the NOAA SSC about an abandoned warehouse that was destroyed in a fire on June 22, 2018.  Damaged fuel tanks at the site resulted in an unknown amount of #2 home heating oil being discharged into the Black River. The estimated remaining potential is 120,000 gallons in 6 unruptured tanks. USCG is requesting resources at risk and response strategies."
9746,2018-07-01,"Broken up vessel ""Dickey Byrd""","Santa Cruz, CA, USA",36.95,-122.1,Oil,,Diesel,,,,,,40,0,"On July 1, 2018, the USCG Sector San Francisco staff contacted their NOAA SSC about the vessel “Dickey Bird” that had been the subject of a search and rescue case, but was now broken up offshore near Grotto Beach near Santa Cruz, CA.  The vessel is believed to contain 40 gallons of diesel fuel.  Given the proximity to sensitive shorelines, the USCG requested information on oil fate & transport."
9745,2018-06-27,Bayland 49 Platform Discharge,"Tabbs Bay, TX 77514",29.70436944,-94.70159444,Oil,,"Oil, crude",1,,,,,1680,0,"On June 27, 2018, the NOAA SSC was contacted by USCG Sector Houston-Galveston regarding the discharge of crude oil into the water in the vicinity of Tabbs Bay, TX. OMI has been contracted to conduct the cleanup. There have been no reports of oiled wildlife."
9744,2018-06-27,TPIC Black Lake Spill,"Taylor Oil Rd, Hackberry, LA 70645, USA",29.99414444,-93.439025,Oil,,"Oil, crude",1,1,,,,260,0,"On June 27, 2018, the USCG contacted the NOAA SSC regarding the discharge of crude oil (API 31.7) into Black Lake, LA. The discharge was reported to be caused by a pinhole leak in the line from the wellhead just before the line enters the heat exchanger from where it is transferred to the tank battery.  The source has been reported as secured.  The USCG is working with the RP in the recovery and cleanup of the discharged oil.  The USCG has requested a trajectory and Resources at Risk."
